dataset,model,repetition,comparison,metric,delta
phiusiil,xgb,r04,f_stable_minus_f_single,roc_auc,-1.4017306031455234e-05
phiusiil,xgb,r04,f_stable_minus_f_single,pr_auc,-1.3330260850485942e-05
phiusiil,xgb,r04,f_stable_minus_f_single,balanced_accuracy,0.00018034119819720917
phiusiil,xgb,r05,f_single_minus_f_all,macro_f1,-0.00028410226854058696
phiusiil,xgb,r05,f_single_minus_f_all,recall,0.0003216054544283864
phiusiil,xgb,r05,f_single_minus_f_all,fpr,0.0007452675510508794
phiusiil,xgb,r05,f_single_minus_f_all,roc_auc,3.1633244802264926e-05
phiusiil,xgb,r05,f_single_minus_f_all,pr_auc,3.991551322557463e-05
phiusiil,xgb,r05,f_single_minus_f_all,balanced_accuracy,-0.00021183104831123956
phiusiil,xgb,r05,f_stable_minus_f_all,macro_f1,-0.00039537131621247834
phiusiil,xgb,r05,f_stable_minus_f_all,recall,0.0019296327265708735
phiusiil,xgb,r05,f_stable_minus_f_all,fpr,0.0021861181497491453
phiusiil,xgb,r05,f_stable_minus_f_all,roc_auc,4.4902046380190797e-05
phiusiil,xgb,r05,f_stable_minus_f_all,pr_auc,3.3846115437885516e-05
phiusiil,xgb,r05,f_stable_minus_f_all,balanced_accuracy,-0.00012824271158906608
phiusiil,xgb,r05,f_stable_minus_f_single,macro_f1,-0.00011126904767189139
phiusiil,xgb,r05,f_stable_minus_f_single,recall,0.001608027272142487
phiusiil,xgb,r05,f_stable_minus_f_single,fpr,0.001440850598698266
phiusiil,xgb,r05,f_stable_minus_f_single,roc_auc,1.326880157792587e-05
phiusiil,xgb,r05,f_stable_minus_f_single,pr_auc,-6.0693977876891125e-06
phiusiil,xgb,r05,f_stable_minus_f_single,balanced_accuracy,8.358833672217347e-05
phiusiil,xgb,r06,f_single_minus_f_all,macro_f1,2.8117445038167155e-05
phiusiil,xgb,r06,f_single_minus_f_all,recall,-0.00025728436354277573
phiusiil,xgb,r06,f_single_minus_f_all,fpr,-0.00024842251701685195
phiusiil,xgb,r06,f_single_minus_f_all,roc_auc,-3.634060143109519e-05
phiusiil,xgb,r06,f_single_minus_f_all,pr_auc,-2.579134750313461e-05
phiusiil,xgb,r06,f_single_minus_f_all,balanced_accuracy,-4.430923262965791e-06
phiusiil,xgb,r06,f_stable_minus_f_all,macro_f1,0.00011214941910531184
phiusiil,xgb,r06,f_stable_minus_f_all,recall,-0.0012864218177139897
phiusiil,xgb,r06,f_stable_minus_f_all,fpr,-0.0011924280816812335
phiusiil,xgb,r06,f_stable_minus_f_all,roc_auc,4.961899029365391e-05
phiusiil,xgb,r06,f_stable_minus_f_all,pr_auc,4.805493883630607e-05
phiusiil,xgb,r06,f_stable_minus_f_all,balanced_accuracy,-4.699686801634684e-05
phiusiil,xgb,r06,f_stable_minus_f_single,macro_f1,8.403197406714469e-05
phiusiil,xgb,r06,f_stable_minus_f_single,recall,-0.001029137454171214
phiusiil,xgb,r06,f_stable_minus_f_single,fpr,-0.0009440055646643816
phiusiil,xgb,r06,f_stable_minus_f_single,roc_auc,8.59595917247491e-05
phiusiil,xgb,r06,f_stable_minus_f_single,pr_auc,7.384628633944068e-05
phiusiil,xgb,r06,f_stable_minus_f_single,balanced_accuracy,-4.2565944753381046e-05
phiusiil,xgb,r07,f_single_minus_f_all,macro_f1,0.0001449790566896425
phiusiil,xgb,r07,f_single_minus_f_all,recall,0.0015437061812568764
phiusiil,xgb,r07,f_single_minus_f_all,fpr,0.0009440055646644176
phiusiil,xgb,r07,f_single_minus_f_all,roc_auc,3.466122878459377e-05
phiusiil,xgb,r07,f_single_minus_f_all,pr_auc,5.269637768701152e-06
phiusiil,xgb,r07,f_single_minus_f_all,balanced_accuracy,0.00029985030829604575
phiusiil,xgb,r07,f_stable_minus_f_all,macro_f1,-0.00041907730235357654
phiusiil,xgb,r07,f_stable_minus_f_all,recall,0.0043738341802277425
phiusiil,xgb,r07,f_stable_minus_f_all,fpr,0.00412381378248128
phiusiil,xgb,r07,f_stable_minus_f_all,roc_auc,-4.739474031811852e-05
phiusiil,xgb,r07,f_stable_minus_f_all,pr_auc,-3.050061714404695e-05
phiusiil,xgb,r07,f_stable_minus_f_all,balanced_accuracy,0.00012501019887312115
phiusiil,xgb,r07,f_stable_minus_f_single,macro_f1,-0.000564056359043219
phiusiil,xgb,r07,f_stable_minus_f_single,recall,0.002830127998970866
phiusiil,xgb,r07,f_stable_minus_f_single,fpr,0.0031798082178168628
phiusiil,xgb,r07,f_stable_minus_f_single,roc_auc,-8.205596910271229e-05
phiusiil,xgb,r07,f_stable_minus_f_single,pr_auc,-3.57702549127481e-05
phiusiil,xgb,r07,f_stable_minus_f_single,balanced_accuracy,-0.0001748401094229246
phiusiil,xgb,r08,f_single_minus_f_all,macro_f1,-0.00037270690911461735
phiusiil,xgb,r08,f_single_minus_f_all,recall,-0.0021869170901137602
phiusiil,xgb,r08,f_single_minus_f_all,fpr,-0.0010433745714711323
phiusiil,xgb,r08,f_single_minus_f_all,roc_auc,-4.120934401397047e-05
phiusiil,xgb,r08,f_single_minus_f_all,pr_auc,-5.661668509160389e-05
phiusiil,xgb,r08,f_single_minus_f_all,balanced_accuracy,-0.0005717712593211743
phiusiil,xgb,r08,f_stable_minus_f_all,macro_f1,-0.0005742223854048323
phiusiil,xgb,r08,f_stable_minus_f_all,recall,-0.003859265453141969
phiusiil,xgb,r08,f_stable_minus_f_all,fpr,-0.001987380136135514
phiusiil,xgb,r08,f_stable_minus_f_all,roc_auc,-5.472102346271157e-05
phiusiil,xgb,r08,f_stable_minus_f_all,pr_auc,-5.476498187295675e-05
phiusiil,xgb,r08,f_stable_minus_f_all,balanced_accuracy,-0.0009359426585030528
phiusiil,xgb,r08,f_stable_minus_f_single,macro_f1,-0.00020151547629021493
phiusiil,xgb,r08,f_stable_minus_f_single,recall,-0.0016723483630282088
phiusiil,xgb,r08,f_stable_minus_f_single,fpr,-0.0009440055646643816
phiusiil,xgb,r08,f_stable_minus_f_single,roc_auc,-1.3511679448741098e-05
phiusiil,xgb,r08,f_stable_minus_f_single,pr_auc,1.8517032186471383e-06
phiusiil,xgb,r08,f_stable_minus_f_single,balanced_accuracy,-0.00036417139918187846
phiusiil,xgb,r09,f_single_minus_f_all,macro_f1,-0.0002236716006416284
phiusiil,xgb,r09,f_single_minus_f_all,recall,0.003215847697453089
phiusiil,xgb,r09,f_single_minus_f_all,fpr,0.0028817011973965717
phiusiil,xgb,r09,f_single_minus_f_all,roc_auc,0.00011195310600942143
phiusiil,xgb,r09,f_single_minus_f_all,pr_auc,4.529363827443511e-05
phiusiil,xgb,r09,f_single_minus_f_all,balanced_accuracy,0.0001670732500281824
phiusiil,xgb,r09,f_stable_minus_f_all,macro_f1,0.00034582331908361574
phiusiil,xgb,r09,f_stable_minus_f_all,recall,0.003408798559300208
phiusiil,xgb,r09,f_stable_minus_f_all,fpr,0.002037064639538967
phiusiil,xgb,r09,f_stable_minus_f_all,roc_auc,-3.995084007912819e-05
phiusiil,xgb,r09,f_stable_minus_f_all,pr_auc,-3.7780092729255976e-05
phiusiil,xgb,r09,f_stable_minus_f_all,balanced_accuracy,0.0006858669598805989
phiusiil,xgb,r09,f_stable_minus_f_single,macro_f1,0.0005694949197252441
phiusiil,xgb,r09,f_stable_minus_f_single,recall,0.00019295086184711874
phiusiil,xgb,r09,f_stable_minus_f_single,fpr,-0.0008446365578576049
phiusiil,xgb,r09,f_stable_minus_f_single,roc_auc,-0.00015190394608854962
phiusiil,xgb,r09,f_stable_minus_f_single,pr_auc,-8.307373100369109e-05
phiusiil,xgb,r09,f_stable_minus_f_single,balanced_accuracy,0.0005187937098524165
