dataset,scenario_key,repetition,model,candidate,candidate_index,params_json,status,fit_seconds,threshold,validation_n_samples,validation_n_benign,validation_n_phishing,validation_threshold,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_macro_f1,validation_roc_auc,validation_pr_auc,validation_fpr,validation_tn,validation_fp,validation_fn,validation_tp
phiusiil,s2,r06,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,10.59787289999997,0.36,35369,20227,15142,0.36,0.9865136136164436,0.9854278934097987,0.9905010368586528,0.9778761061946902,0.9862064503681957,0.9930868792552828,0.99451975515014,0.0070203193750926,20085,142,335,14807
phiusiil,s2,r06,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,10.379217500000095,0.37,35369,20227,15142,0.37,0.9869094404704684,0.98610601759581,0.9888111888111888,0.9805177651565185,0.9866188668776262,0.993112524321674,0.994526071305954,0.0083057299648984,20059,168,295,14847
phiusiil,s2,r06,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,30.570283000000018,0.38,35369,20227,15142,0.38,0.9778054228279002,0.9765691122181156,0.979942501838604,0.9679698850878352,0.9773014895640436,0.9931061950885974,0.9939130845585502,0.0148316606516042,19927,300,485,14657
phiusiil,s2,r06,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,22.580458499999963,0.36,35369,20227,15142,0.36,0.9890864881676044,0.9886984221621904,0.988479872881356,0.9859992075023114,0.9888526173362882,0.994555189498675,0.9957155396998828,0.0086023631779304,20053,174,212,14930
phiusiil,s2,r06,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,22.380047699999977,0.6,35369,20227,15142,0.6,0.9903870621165428,0.9895117653439434,0.9940587449933244,0.9834235900145292,0.9901707417999708,0.9942787748958188,0.9954818996308372,0.0044000593266426,20138,89,251,14891
phiusiil,s2,r06,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,13.06850510000004,0.38,35369,20227,15142,0.38,0.9892844015946168,0.9886556243354344,0.9906281156530408,0.9842821291771232,0.9890493356456264,0.9946857182992582,0.9957378939642296,0.006970880506254,20086,141,238,14904
phiusiil,s2,r06,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,9.36224519999996,0.43,35369,20227,15142,0.43,0.9912069891713082,0.9902286289421042,0.995986890508996,0.9834235900145292,0.9910068765095316,0.9946800910445732,0.9958762444366842,0.0029663321303208,20167,60,251,14891
phiusiil,s2,r06,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3359043305972262, ""subsample"": 0.9}",ok,9.233903700000042,0.42,35369,20227,15142,0.42,0.99219655630637,0.9911851234754196,0.9975900388271522,0.9841500462290318,0.9920180680727564,0.9951003850975092,0.996084304754022,0.0017797992781925,20191,36,240,14902
phiusiil,s2,r07,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,12.300362399999926,0.51,35369,20227,15142,0.51,0.976617942265826,0.9749332021850504,0.981824301581959,0.9632148989565448,0.9760658073285462,0.9867170212200624,0.9892433505774432,0.0133484945864438,19957,270,557,14585
phiusiil,s2,r07,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,17.4059297,0.34,35369,20227,15142,0.34,0.9853826797478016,0.984273089980955,0.9891631547260686,0.9765552767137764,0.9850497585751724,0.9924451355075252,0.99413860262372,0.0080090967518663,20065,162,355,14787
phiusiil,s2,r07,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,18.27635310000005,0.31,35369,20227,15142,0.31,0.9856936865616784,0.9850347806131748,0.9860520722635494,0.9804517236824726,0.985381211842654,0.9924561941159492,0.99416398755936,0.010382162456123,20017,210,296,14846
phiusiil,s2,r07,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,36.74001169999997,0.34,35369,20227,15142,0.34,0.9783143430687892,0.9772215946027512,0.9795183134298484,0.9696209219389776,0.977828060032,0.993269594435478,0.9940709608659584,0.015177732733475,19920,307,460,14682
phiusiil,s2,r07,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,26.191771399999997,0.4,35369,20227,15142,0.4,0.9901608753428144,0.9894136254998308,0.9927391420197176,0.9842160877030776,0.9899422173744266,0.9947539293762852,0.99585317292885,0.0053888367034162,20118,109,239,14903
phiusiil,s2,r07,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,28.058591800000045,0.57,35369,20227,15142,0.57,0.9900760553026662,0.9891070307236745,0.99438465138044,0.982366926429798,0.9898509046007036,0.99431178910281,0.995515752668596,0.0041528649824492,20143,84,267,14875
phiusiil,s2,r07,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,16.1413371000001,0.45,35369,20227,15142,0.45,0.9891147615143204,0.98794281915188,0.9947033188065706,0.9797913089420156,0.9888635631368596,0.99459189317349,0.995687476229381,0.0039056706382557,20148,79,306,14836
phiusiil,s2,r07,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,15.71245070000009,0.46,35369,20227,15142,0.46,0.9905849755435552,0.989460666214584,0.9963134258328308,0.9816404702152952,0.9903680398863683,0.994858576396834,0.995925159547201,0.0027191377861274,20172,55,278,14864
phiusiil,s2,r07,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3359043305972262, ""subsample"": 0.9}",ok,8.417789599999992,0.5,35369,20227,15142,0.5,0.9917159094121972,0.99057396313041,0.9979877926084916,0.9826310923259808,0.9915242955574012,0.9951867431322042,0.9961525531704478,0.0014831660651604,20197,30,263,14879
phiusiil,s2,r08,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,8.116426899999965,0.5,35369,20227,15142,0.5,0.9756283751307644,0.9742091441246332,0.9784240150093808,0.9643376040153216,0.97506789972891,0.987189524507721,0.989573037404885,0.0159193157660552,19905,322,540,14602
phiusiil,s2,r08,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,9.23519079999994,0.35,35369,20227,15142,0.35,0.9871356272441968,0.986046432690456,0.991368350618936,0.9784704794611015,0.986842176449622,0.9925802679803488,0.9943953312856932,0.0063776140801898,20098,129,326,14816
phiusiil,s2,r08,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,10.48911959999998,0.33,35369,20227,15142,0.33,0.9870508072040488,0.9864537499382012,0.9873871481678174,0.9823008849557522,0.9867688678534832,0.9925946340497512,0.9943575587160292,0.0093933850793493,20037,190,268,14874
phiusiil,s2,r08,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,29.27819460000001,0.33,35369,20227,15142,0.33,0.976646215612542,0.9758627636032524,0.9749203821656052,0.970413419627526,0.9761393485460936,0.9929374933561008,0.9935819186749748,0.0186878924210214,19849,378,448,14694
phiusiil,s2,r08,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,34.90171529999998,0.42,35369,20227,15142,0.42,0.9885775679267156,0.9876889837656035,0.9917256105698652,0.9815083872672038,0.9883211292003008,0.994886583702137,0.9959049874832648,0.0061304197359964,20103,124,280,14862
phiusiil,s2,r08,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,34.50868479999997,0.53,35369,20227,15142,0.53,0.9892278549011848,0.9884401594145258,0.991803824881722,0.9829612996962092,0.988987992632396,0.9944189273303938,0.9955872197282798,0.0060809808671577,20104,123,258,14884
phiusiil,s2,r08,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,8.71201300000007,0.43,35369,20227,15142,0.43,0.9890016681274564,0.9879269544402376,0.9937746837137692,0.9804517236824726,0.988750200482915,0.9947104442637092,0.9957757092225612,0.0045978148019973,20134,93,296,14846
phiusiil,s2,r08,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,8.806950599999936,0.5,35369,20227,15142,0.5,0.9909808023975798,0.9897818343886442,0.9974494932545808,0.981442345793158,0.9907713817236306,0.9950143013241394,0.995970609506028,0.0018786770158698,20189,38,281,14861
phiusiil,s2,r08,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3359043305972262, ""subsample"": 0.9}",ok,8.175915900000064,0.66,35369,20227,15142,0.66,0.9918572761457772,0.9905813420660576,0.999260553912342,0.9817065116893408,0.9916665324970046,0.9951166563036152,0.9961281519414666,0.0005438275572254,20216,11,277,14865
phiusiil,s2,r09,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,12.047113399999944,0.51,35369,20227,15142,0.51,0.9793039102038508,0.9777879279137018,0.9841419164090848,0.9672434288733324,0.9788202154295624,0.9888564048479032,0.9910003694131816,0.0116675730459287,19991,236,496,14646
phiusiil,s2,r09,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,13.282896600000186,0.41,35369,20227,15142,0.41,0.9890864881676044,0.9880260166513062,0.9937759336099584,0.9806498481046096,0.9888372493719182,0.9924596762552712,0.9943980842098749,0.0045978148019973,20134,93,293,14849
phiusiil,s2,r09,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,8.207774499999914,0.37,35369,20227,15142,0.37,0.9886341146201476,0.9877384226344424,0.9918579818473038,0.9815083872672038,0.9883787462302768,0.9924408109941334,0.994382278252989,0.006031541998319,20105,122,280,14862
phiusiil,s2,r09,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,21.10863979999999,0.37,35369,20227,15142,0.37,0.9778336961746162,0.9765274212317068,0.9805220883534136,0.9674415532954695,0.9773270782542408,0.9928617694777796,0.9938081696729671,0.0143867108320561,19936,291,493,14649
phiusiil,s2,r09,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,18.84068960000013,0.46,35369,20227,15142,0.46,0.9891713082077526,0.9881167775597712,0.9938432710968348,0.9807819310527012,0.9889241022148232,0.9945157301505472,0.9956984832711956,0.0045483759331586,20135,92,291,14851
phiusiil,s2,r09,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,21.361065199999985,0.56,35369,20227,15142,0.56,0.9893692216347648,0.9884890448631908,0.992725573945542,0.982366926429798,0.9891303696084182,0.9942286977163964,0.9954537434056416,0.0053888367034162,20118,109,267,14875
phiusiil,s2,r09,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,7.896383999999898,0.37,35369,20227,15142,0.37,0.9890582148208884,0.9881424193611466,0.9925886359083927,0.9817725531633866,0.9888117034169968,0.9942204764066792,0.995496283616724,0.0054877144410935,20116,111,276,14866
phiusiil,s2,r09,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,7.015940199999932,0.44,35369,20227,15142,0.44,0.9907263422771352,0.9896174685970948,0.9963811821471652,0.981904636111478,0.9905129109366148,0.9946987440796856,0.995835338585311,0.0026696989172887,20173,54,274,14868
phiusiil,s2,r09,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3359043305972262, ""subsample"": 0.9}",ok,6.714304999999968,0.56,35369,20227,15142,0.56,0.9917724561056293,0.9905735941836278,0.9985229942933872,0.9822348434817064,0.9915811235575972,0.9945507180595732,0.9958023856566884,0.0010876551144509,20205,22,269,14873
phiusiil,s3,r00,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,8.936275399999886,0.91,35674,20127,15547,0.91,0.9841901665078208,0.9836983440992624,0.9837907652567,0.9798674985527754,0.9839178648000212,0.99066605322108,0.9938464201350998,0.0124708103542505,19876,251,313,15234
phiusiil,s3,r00,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,8.764023700000052,0.92,35674,20127,15547,0.92,0.9870493917138532,0.9865615769911872,0.9874620306340076,0.982761947642632,0.9868251613366142,0.9928290724070032,0.9953397391567004,0.0096387936602573,19933,194,268,15279
phiusiil,s3,r00,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,8.521152699999902,0.95,35674,20127,15547,0.95,0.9869372652351852,0.9864622079843806,0.9872068230277186,0.982761947642632,0.9867114887973684,0.9942970166713512,0.9960649469857392,0.0098375316738709,19929,198,268,15279
phiusiil,s3,r00,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,23.11505779999993,0.85,35674,20127,15547,0.85,0.9878342770645288,0.9873010698012816,0.988872355567057,0.9831478741879462,0.987622160297458,0.9981434191846208,0.9976246540277484,0.0085457345853828,19955,172,262,15285
phiusiil,s3,r00,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,23.506568300000023,0.8,35674,20127,15547,0.8,0.9905813757918932,0.9906211240107275,0.9875008012306904,0.990930726185116,0.990427290796563,0.9987411671909618,0.9985063932594318,0.0096884781636607,19932,195,141,15406
phiusiil,s3,r00,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,30.3820032000001,0.83,35674,20127,15547,0.83,0.9870774233335202,0.9870328351610996,0.9837116839810184,0.9866855341866598,0.986865349869082,0.9983084035657042,0.997835011264346,0.0126198638644606,19873,254,207,15340
phiusiil,s3,r00,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,7.417976700000054,0.84,35674,20127,15547,0.84,0.9882547513595336,0.9871248315462204,0.9946377190687942,0.9783237923715188,0.9880349636705792,0.9987497126571032,0.998741116441005,0.0040741292790778,20045,82,337,15210
phiusiil,s3,r00,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,7.375360300000011,0.85,35674,20127,15547,0.85,0.9898805853002186,0.98914382735047,0.993308212058212,0.983405158551489,0.9896991127321764,0.9991388589320872,0.9991621076010008,0.005117503850549,20024,103,258,15289
phiusiil,s3,r00,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3542591267000716, ""subsample"": 0.9}",ok,6.921512200000052,0.89,35674,20127,15547,0.89,0.9924594943095812,0.9917659560191192,0.9962967775467776,0.9863639287322312,0.9923242695982146,0.9993649654468358,0.9994281774418854,0.0028320166939931,20070,57,212,15335
phiusiil,s3,r01,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,7.178331200000002,0.92,35675,20127,15548,0.92,0.9822004204625088,0.9811230906537416,0.9862406260189108,0.972729611525598,0.981873363897281,0.9935241516089836,0.9955396129133636,0.0104834302181149,19916,211,424,15124
phiusiil,s3,r01,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,8.689566400000103,0.86,35675,20127,15548,0.86,0.9876103714085496,0.9874979498911012,0.9849749582637728,0.9866220735785952,0.9874052279616876,0.9945907259164148,0.996322312542346,0.0116261737963929,19893,234,208,15340
phiusiil,s3,r01,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,9.297640199999933,0.8,35675,20127,15548,0.8,0.986853538892782,0.98720033658407,0.9801311851238615,0.9899022382299976,0.986648213985001,0.995296953360823,0.9966414254753532,0.0155015650618572,19815,312,157,15391
phiusiil,s3,r01,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,22.21828440000013,0.9,35675,20127,15548,0.9,0.9880868955851436,0.987166696966928,0.9925737736955248,0.979997427321842,0.987869485394054,0.9988314091676844,0.9986005932243396,0.0056640333879862,20013,114,311,15237
phiusiil,s3,r01,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,21.851110099999914,0.86,35675,20127,15548,0.86,0.9908899789768746,0.9906386125489302,0.9904001030861412,0.9886802161049651,0.9907355461121324,0.9990767303976836,0.9987631884072444,0.0074029910071048,19978,149,176,15372
phiusiil,s3,r01,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,30.26300100000003,0.85,35675,20127,15548,0.85,0.9877785564120533,0.9875592086980374,0.9861039629439012,0.9858502701312066,0.9875734773287876,0.9989107580166688,0.9986998170748798,0.0107318527351319,19911,216,220,15328
phiusiil,s3,r01,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,13.21988979999992,0.82,35675,20127,15548,0.82,0.987666433076384,0.9867794307408568,0.9917328472855096,0.979868793413944,0.9874424040184308,0.9981141426753596,0.9982365743894624,0.0063099319322303,20000,127,313,15235
phiusiil,s3,r01,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,11.0504327000001,0.88,35675,20127,15548,0.88,0.9911422564821304,0.9901452027375076,0.9972577696526508,0.9823771546179572,0.9909781836277616,0.9991314095549856,0.9991362929876316,0.0020867491429423,20085,42,274,15274
phiusiil,s3,r01,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3542785150825352, ""subsample"": 0.9}",ok,11.491273099999944,0.8,35675,20127,15548,0.8,0.994646110721794,0.9944137640186004,0.9950996195757302,0.992603550295858,0.9945548701209116,0.9994273180329348,0.999465124407946,0.0037760222586575,20051,76,115,15433
phiusiil,s3,r02,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,10.897154900000032,0.94,35674,20127,15547,0.94,0.9831529965801424,0.9818278025999494,0.9896474904992792,0.9715057567376344,0.9828337415714112,0.9938211310388462,0.9958523772038168,0.0078501515377353,19969,158,443,15104
phiusiil,s3,r02,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,14.714579500000127,0.84,35674,20127,15547,0.84,0.9885350675562034,0.988478316418152,0.9856904517453798,0.9880362770952597,0.9883460708519024,0.995111010670459,0.9967779363104032,0.0110796442589556,19904,223,186,15361
phiusiil,s3,r02,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,17.23320660000013,0.82,35674,20127,15547,0.82,0.9881145932611988,0.9883325497486024,0.982823574484388,0.9900302309127162,0.9879253553347698,0.9957384824541304,0.9970552295333392,0.0133651314155115,19858,269,155,15392
phiusiil,s3,r02,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,34.946782400000075,0.88,35674,20127,15547,0.88,0.9898525536805516,0.9894117168484148,0.990693466037614,0.9859780021869172,0.9896768580170008,0.9990096798623908,0.9988796354695846,0.0071545684900879,19983,144,218,15329
phiusiil,s3,r02,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,36.549065200000086,0.81,35674,20127,15547,0.81,0.9917587038179068,0.9919718669193274,0.9875343604168,0.9936322120023156,0.9916264100822272,0.9994394298845926,0.999364736892071,0.0096884781636607,19932,195,99,15448
phiusiil,s3,r02,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,41.37078989999986,0.86,35674,20127,15547,0.86,0.9894320793855468,0.9891634940664888,0.9886612549929132,0.987071460731974,0.9892530011295072,0.9990079877066982,0.9987974397335428,0.0087444725989963,19951,176,201,15346
phiusiil,s3,r02,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,15.893694399999958,0.77,35674,20127,15547,0.77,0.9897684588215508,0.989176187631004,0.9918999481596682,0.9845629381874316,0.9895881168290694,0.9983636407046426,0.9984840557082052,0.0062105629254235,20002,125,240,15307
phiusiil,s3,r02,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,11.958955500000002,0.7,35674,20127,15547,0.7,0.9923473678309132,0.9922300956303812,0.9911254019292604,0.9913166527304303,0.9922192889584096,0.9993810481163784,0.999384257133189,0.0068564614696676,19989,138,135,15412
phiusiil,s3,r02,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.3542591267000716, ""subsample"": 0.9}",ok,9.09071569999992,0.91,35674,20127,15547,0.91,0.9950103716992768,0.9944437436672192,0.99850794680506,0.9900302309127162,0.994921774720853,0.999471219721706,0.99951341492977,0.0011427435782779,20104,23,155,15392
phiusiil,s3,r03,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,12.564661099999968,0.95,35675,20127,15548,0.95,0.9853679046951648,0.9848008959035006,0.9859637774902976,0.9803833290455364,0.985113133137372,0.9907043131785916,0.993914165724222,0.0107815372385353,19910,217,305,15243
phiusiil,s3,r03,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,14.35151760000008,0.95,35675,20127,15548,0.95,0.987750525578136,0.9872417174354222,0.9885548011639184,0.9832775919732442,0.9875377045096444,0.993073469575732,0.995466234296424,0.0087941571023997,19950,177,260,15288
phiusiil,s3,r03,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,19.228518699999995,0.95,35675,20127,15548,0.95,0.9873580939032937,0.9871207288950564,0.9857152049417668,0.985271417545665,0.9871456768644552,0.9943890607735808,0.9961188722381604,0.0110299597555522,19905,222,229,15319
phiusiil,s3,r03,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,36.0321527000001,0.83,35675,20127,15548,0.83,0.9879187105816398,0.9877053686323642,0.9862335155998714,0.9860432209930536,0.9877160732660264,0.998780599828598,0.9984372898972922,0.0106324837283251,19913,214,217,15331
phiusiil,s3,r03,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,37.90298759999996,0.8,35675,20127,15548,0.8,0.9894043447792572,0.9895195112911068,0.985346813411825,0.99041677386159,0.9892331090702328,0.9991537816419632,0.9990055137735312,0.0113777512793759,19898,229,149,15399
phiusiil,s3,r03,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,40.099479900000006,0.86,35675,20127,15548,0.86,0.988479327259986,0.988209529891671,0.987441231403362,0.9861075379470028,0.9882845461586748,0.9988337594990616,0.9985748930329164,0.0096884781636607,19932,195,216,15332
phiusiil,s3,r03,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,9.493600499999957,0.82,35675,20127,15548,0.82,0.9890679747722496,0.9880288595512144,0.99490662139219,0.979933110367893,0.988865308276932,0.9988207583798118,0.998799360056584,0.0038753912654643,20049,78,312,15236
