source_dataset,target_dataset,repetition,model,cohort,comparison,metric,delta
phiusiil,iscx_url2016_binary,r05,rf,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,0.0
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_single_minus_f_all,macro_f1,0.0
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_single_minus_f_all,roc_auc,0.0063345883808321735
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_single_minus_f_all,pr_auc,0.002125165181553368
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_single_minus_f_all,recall,-1.1102230246251565e-16
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_single_minus_f_all,balanced_accuracy,5.551115123125783e-17
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_stable_minus_f_all,macro_f1,0.0
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_stable_minus_f_all,roc_auc,0.01081028639528303
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_stable_minus_f_all,pr_auc,0.0036480104241549127
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_stable_minus_f_all,recall,-1.1102230246251565e-16
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_stable_minus_f_all,balanced_accuracy,5.551115123125783e-17
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_stable_minus_f_single,macro_f1,0.0
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_stable_minus_f_single,roc_auc,0.004475698014450857
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_stable_minus_f_single,pr_auc,0.0015228452426015449
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_stable_minus_f_single,recall,0.0
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r05,rf,unfiltered,f_stable_minus_f_single,balanced_accuracy,0.0
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_single_minus_f_all,macro_f1,6.666624436013624e-05
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_single_minus_f_all,roc_auc,-0.011190433993822524
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_single_minus_f_all,pr_auc,-0.0008340424286424758
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_single_minus_f_all,recall,0.00047264563393600856
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,0.00023632281696800428
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_stable_minus_f_all,macro_f1,8.333113257094626e-05
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_stable_minus_f_all,roc_auc,-0.03306558703303768
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.0018715107136145215
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_stable_minus_f_all,recall,0.0005908070424199829
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,0.00029540352120999147
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_stable_minus_f_single,macro_f1,1.6664888210810025e-05
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_stable_minus_f_single,roc_auc,-0.021875153039215153
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_stable_minus_f_single,pr_auc,-0.0010374682849720457
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_stable_minus_f_single,recall,0.00011816140848397438
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r05,xgb,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,5.908070424198719e-05
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_single_minus_f_all,macro_f1,7.413212226509147e-05
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_single_minus_f_all,roc_auc,-0.03981039608441289
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_single_minus_f_all,pr_auc,-0.0016062985462850787
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_single_minus_f_all,recall,0.0005017561465128217
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_single_minus_f_all,balanced_accuracy,0.00025087807325641087
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_stable_minus_f_all,macro_f1,0.00011860496182392044
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_stable_minus_f_all,roc_auc,-0.06735605400744422
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_stable_minus_f_all,pr_auc,-0.0029205301138449102
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_stable_minus_f_all,recall,0.0008028098344204926
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_stable_minus_f_all,balanced_accuracy,0.0004014049172102463
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_stable_minus_f_single,macro_f1,4.447283955882897e-05
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_stable_minus_f_single,roc_auc,-0.027545657923031333
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_stable_minus_f_single,pr_auc,-0.0013142315675598315
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_stable_minus_f_single,recall,0.00030105368790767084
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r05,xgb,unfiltered,f_stable_minus_f_single,balanced_accuracy,0.00015052684395383542
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_single_minus_f_all,macro_f1,0.05314008238194215
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_single_minus_f_all,roc_auc,0.02972070845727104
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_single_minus_f_all,pr_auc,0.011951746866109059
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_single_minus_f_all,recall,-0.0038569424964938204
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_single_minus_f_all,fpr,-0.0555705422174263
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,0.025856799860466406
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_stable_minus_f_all,macro_f1,-0.032193682116311156
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_stable_minus_f_all,roc_auc,-0.023868471296170424
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.00883917520898686
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_stable_minus_f_all,recall,0.0010518934081344966
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_stable_minus_f_all,fpr,0.03135209663399585
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-0.015150101612930622
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_stable_minus_f_single,macro_f1,-0.0853337644982533
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_stable_minus_f_single,roc_auc,-0.05358917975344146
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_stable_minus_f_single,pr_auc,-0.02079092207509592
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_stable_minus_f_single,recall,0.004908835904628317
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_stable_minus_f_single,fpr,0.08692263885142215
phiusiil,iscx_url2016_binary,r06,lr,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,-0.04100690147339703
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_single_minus_f_all,macro_f1,0.05064370528876172
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_single_minus_f_all,roc_auc,0.012189355604585561
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_single_minus_f_all,pr_auc,0.0032951788934561244
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_single_minus_f_all,recall,-0.003913697942799943
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_single_minus_f_all,fpr,-0.05249024817683312
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_single_minus_f_all,balanced_accuracy,0.02428827511701659
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_stable_minus_f_all,macro_f1,-0.030662366927484946
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_stable_minus_f_all,roc_auc,-0.023121223337592034
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_stable_minus_f_all,pr_auc,-0.008721221713995697
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_stable_minus_f_all,recall,0.0004014049172101908
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_stable_minus_f_all,fpr,0.029566397195997407
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.014582496139393553
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_stable_minus_f_single,macro_f1,-0.08130607221624667
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_stable_minus_f_single,roc_auc,-0.035310578942177595
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_stable_minus_f_single,pr_auc,-0.012016400607451821
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_stable_minus_f_single,recall,0.004315102860010134
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_stable_minus_f_single,fpr,0.08205664537283053
phiusiil,iscx_url2016_binary,r06,lr,unfiltered,f_stable_minus_f_single,balanced_accuracy,-0.03887077125641014
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_single_minus_f_all,macro_f1,1.6460998547240813e-05
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_single_minus_f_all,roc_auc,0.007454662685413338
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_single_minus_f_all,pr_auc,0.002387442578072496
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_single_minus_f_all,recall,0.00011687704534835142
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,5.843852267417571e-05
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_stable_minus_f_all,macro_f1,0.0
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_stable_minus_f_all,roc_auc,-0.01729673598912118
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.0052234637431161635
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_stable_minus_f_all,recall,0.0
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,0.0
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_stable_minus_f_single,macro_f1,-1.6460998547240813e-05
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_stable_minus_f_single,roc_auc,-0.02475139867453452
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_stable_minus_f_single,pr_auc,-0.00761090632118866
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_stable_minus_f_single,recall,-0.00011687704534835142
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r06,rf,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,-5.843852267417571e-05
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_single_minus_f_all,macro_f1,1.4829642167590862e-05
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_single_minus_f_all,roc_auc,0.00928549970121284
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_single_minus_f_all,pr_auc,0.0031373618973082606
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_single_minus_f_all,recall,0.00010035122930251994
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_single_minus_f_all,balanced_accuracy,5.017561465137099e-05
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_stable_minus_f_all,macro_f1,1.4829642167590862e-05
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_stable_minus_f_all,roc_auc,-0.013330011930217489
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_stable_minus_f_all,pr_auc,-0.004229655492626355
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_stable_minus_f_all,recall,0.00010035122930251994
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_stable_minus_f_all,balanced_accuracy,5.017561465137099e-05
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_stable_minus_f_single,macro_f1,0.0
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_stable_minus_f_single,roc_auc,-0.02261551163143033
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_stable_minus_f_single,pr_auc,-0.007367017389934616
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_stable_minus_f_single,recall,0.0
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r06,rf,unfiltered,f_stable_minus_f_single,balanced_accuracy,0.0
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_single_minus_f_all,macro_f1,8.326672684688674e-17
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_single_minus_f_all,roc_auc,-0.0164254900095437
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_single_minus_f_all,pr_auc,-0.0018709068163661607
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_single_minus_f_all,recall,0.0
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,0.0
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_stable_minus_f_all,macro_f1,8.326672684688674e-17
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_stable_minus_f_all,roc_auc,-0.01876846261805956
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.002182282213428227
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_stable_minus_f_all,recall,0.0
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,0.0
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_stable_minus_f_single,macro_f1,0.0
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_stable_minus_f_single,roc_auc,-0.0023429726085158614
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_stable_minus_f_single,pr_auc,-0.0003113753970620664
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_stable_minus_f_single,recall,0.0
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r06,xgb,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,0.0
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_single_minus_f_all,macro_f1,-1.4823743770764342e-05
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_single_minus_f_all,roc_auc,-0.04070096856891593
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_single_minus_f_all,pr_auc,-0.0039746576435086
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_single_minus_f_all,recall,-0.00010035122930274198
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_single_minus_f_all,balanced_accuracy,-5.017561465125997e-05
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_stable_minus_f_all,macro_f1,2.7755575615628914e-17
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_stable_minus_f_all,roc_auc,-0.055370085649708925
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_stable_minus_f_all,pr_auc,-0.004404278945175699
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_stable_minus_f_all,recall,-1.1102230246251565e-16
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_stable_minus_f_all,balanced_accuracy,5.551115123125783e-17
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_stable_minus_f_single,macro_f1,1.4823743770792097e-05
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_stable_minus_f_single,roc_auc,-0.014669117080792993
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_stable_minus_f_single,pr_auc,-0.0004296213016670991
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_stable_minus_f_single,recall,0.00010035122930263096
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_stable_minus_f_single,fpr,0.0
phiusiil,iscx_url2016_binary,r06,xgb,unfiltered,f_stable_minus_f_single,balanced_accuracy,5.017561465131548e-05
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_single_minus_f_all,macro_f1,-0.029527405727237915
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_single_minus_f_all,roc_auc,-0.02500073757595689
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_single_minus_f_all,pr_auc,-0.00932016205724262
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_single_minus_f_all,recall,0.00047281323877068626
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_single_minus_f_all,fpr,0.028621121044762332
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,-0.014074153902995934
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_stable_minus_f_all,macro_f1,-0.026601565657531273
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_stable_minus_f_all,roc_auc,-0.023356514858747346
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_stable_minus_f_all,pr_auc,-0.008746204238951283
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_stable_minus_f_all,recall,0.00023640661938528762
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_stable_minus_f_all,fpr,0.025813932200286716
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-0.012788762790450825
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_stable_minus_f_single,macro_f1,0.0029258400697066422
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_stable_minus_f_single,roc_auc,0.0016442227172095425
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_stable_minus_f_single,pr_auc,0.0005739578182913374
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_stable_minus_f_single,recall,-0.00023640661938539864
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_stable_minus_f_single,fpr,-0.0028071888444756166
phiusiil,iscx_url2016_binary,r07,lr,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,0.001285391112545109
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_single_minus_f_all,macro_f1,-0.02766918859201198
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_single_minus_f_all,roc_auc,-0.023844522026425508
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_single_minus_f_all,pr_auc,-0.008992667674300625
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_single_minus_f_all,recall,-0.00020070245860503988
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_single_minus_f_all,fpr,0.026513652552433653
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_single_minus_f_all,balanced_accuracy,-0.013357177505519346
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_stable_minus_f_all,macro_f1,-0.024939870022380906
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_stable_minus_f_all,roc_auc,-0.0223048590809537
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_stable_minus_f_all,pr_auc,-0.00844924161784602
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_stable_minus_f_all,recall,-0.0004014049172101908
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_stable_minus_f_all,fpr,0.023913166374583072
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.012157285645896576
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_stable_minus_f_single,macro_f1,0.002729318569631073
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_stable_minus_f_single,roc_auc,0.0015396629454718092
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_stable_minus_f_single,pr_auc,0.0005434260564546045
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_stable_minus_f_single,recall,-0.0002007024586051509
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_stable_minus_f_single,fpr,-0.0026004861778505806
phiusiil,iscx_url2016_binary,r07,lr,unfiltered,f_stable_minus_f_single,balanced_accuracy,0.0011998918596227703
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_single_minus_f_all,macro_f1,5.085177501862326e-07
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_single_minus_f_all,roc_auc,0.01208547059041215
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_single_minus_f_all,pr_auc,0.003849901293217134
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_single_minus_f_all,recall,-0.00023640661938539864
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_single_minus_f_all,fpr,-3.0512922222558636e-05
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,-0.00010294684858130898
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_stable_minus_f_all,macro_f1,-1.6706020805584698e-05
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_stable_minus_f_all,roc_auc,0.0011589013443649154
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_stable_minus_f_all,pr_auc,0.0004859748878374148
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_stable_minus_f_all,recall,-0.00011820330969281034
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_stable_minus_f_all,balanced_accuracy,-5.910165484629415e-05
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_stable_minus_f_single,macro_f1,-1.721453855577093e-05
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_stable_minus_f_single,roc_auc,-0.010926569246047235
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_stable_minus_f_single,pr_auc,-0.003363926405379719
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_stable_minus_f_single,recall,0.0001182033096925883
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_stable_minus_f_single,fpr,3.0512922222558636e-05
phiusiil,iscx_url2016_binary,r07,rf,primary_domain_filtered,f_stable_minus_f_single,balanced_accuracy,4.384519373501483e-05
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_single_minus_f_all,macro_f1,-5.7485224655817735e-05
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_single_minus_f_all,roc_auc,0.02295165903319768
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_single_minus_f_all,pr_auc,0.0075495062285878545
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_single_minus_f_all,recall,-0.0006021073758154527
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_single_minus_f_all,fpr,-2.826615410711497e-05
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_single_minus_f_all,balanced_accuracy,-0.00028692061085405784
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_stable_minus_f_all,macro_f1,-4.449214497392884e-05
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_stable_minus_f_all,roc_auc,0.013308513768453711
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_stable_minus_f_all,pr_auc,0.004417135540175476
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_stable_minus_f_all,recall,-0.00030105368790778186
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_stable_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_stable_minus_f_all,balanced_accuracy,-0.0001505268439537799
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_stable_minus_f_single,macro_f1,1.2993079681888897e-05
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_stable_minus_f_single,roc_auc,-0.009643145264743969
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_stable_minus_f_single,pr_auc,-0.003132370688412378
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_stable_minus_f_single,recall,0.00030105368790767084
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_stable_minus_f_single,fpr,2.826615410711497e-05
phiusiil,iscx_url2016_binary,r07,rf,unfiltered,f_stable_minus_f_single,balanced_accuracy,0.00013639376690027794
phiusiil,iscx_url2016_binary,r07,xgb,primary_domain_filtered,f_single_minus_f_all,macro_f1,6.681197927840832e-05
phiusiil,iscx_url2016_binary,r07,xgb,primary_domain_filtered,f_single_minus_f_all,roc_auc,0.02082220206782403
phiusiil,iscx_url2016_binary,r07,xgb,primary_domain_filtered,f_single_minus_f_all,pr_auc,0.0010721239377564362
phiusiil,iscx_url2016_binary,r07,xgb,primary_domain_filtered,f_single_minus_f_all,recall,0.0004728132387707973
phiusiil,iscx_url2016_binary,r07,xgb,primary_domain_filtered,f_single_minus_f_all,fpr,0.0
phiusiil,iscx_url2016_binary,r07,xgb,primary_domain_filtered,f_single_minus_f_all,balanced_accuracy,0.00023640661938539864
